1,1,1661.500000,739.500000
1,2,751.500000,333.000000
1,3,908.500000,155.000000
1,4,1682.500000,205.000000
1,5,828.500000,336.500000
1,6,1824.500000,274.000000
1,7,1492.500000,121.500000
1,8,1011.500000,67.500000
1,9,1383.500000,74.500000
2,1,1659.000000,745.500000
2,2,752.000000,324.000000
2,3,911.000000,152.000000
2,4,1682.000000,204.500000
2,5,831.500000,331.000000
2,6,1836.000000,274.500000
2,7,1491.500000,115.000000
2,8,1012.000000,67.500000
2,9,1386.500000,74.500000
2,10,321.000000,372.500000
3,1,1656.500000,748.000000
3,2,755.500000,317.500000
3,3,913.500000,150.000000
3,4,1682.000000,204.500000
3,5,833.500000,331.000000
3,6,1838.500000,274.000000
3,7,1493.500000,119.000000
3,8,1014.500000,68.000000
3,9,1392.000000,69.000000
3,11,911.000000,526.500000
3,12,1686.000000,696.000000
4,1,1657.500000,751.500000
4,2,758.000000,317.500000
4,3,915.500000,151.000000
4,4,1681.500000,205.000000
4,5,836.000000,332.000000
4,6,1839.000000,274.500000
4,7,1492.500000,115.500000
4,8,1016.500000,68.500000
4,9,1394.500000,69.500000
4,13,909.500000,526.000000
5,1,1659.500000,752.000000
5,2,763.500000,317.500000
5,3,916.000000,151.000000
5,4,1681.500000,205.000000
5,5,839.000000,332.000000
5,6,1840.000000,273.500000
5,7,1492.500000,113.500000
5,8,1017.500000,67.500000
5,9,1400.500000,67.000000
5,14,1689.500000,707.000000
6,1,1662.000000,752.000000
6,2,764.000000,317.500000
6,3,918.500000,152.000000
6,4,1682.000000,203.000000
6,5,846.500000,332.000000
6,7,1493.000000,113.500000
6,8,1020.000000,65.000000
6,9,1404.000000,66.000000
6,15,892.000000,529.500000
6,16,1685.500000,706.500000
6,17,1820.000000,235.000000
7,1,1663.000000,759.000000
7,2,767.500000,317.000000
7,3,920.500000,151.000000
7,4,1681.000000,201.500000
7,5,847.500000,331.500000
7,7,1497.500000,116.000000
7,8,1021.000000,63.500000
7,18,1856.000000,273.000000
7,19,1687.500000,715.500000
7,20,1816.000000,232.000000
8,1,1664.000000,763.000000
8,2,774.000000,317.000000
8,3,921.500000,150.500000
8,4,1681.000000,199.500000
8,5,850.000000,332.500000
8,7,1497.500000,111.000000
8,8,1022.500000,65.000000
8,21,1855.500000,272.500000
8,22,348.500000,317.000000
8,23,1410.000000,63.500000
8,24,1818.000000,232.000000
8,25,1685.000000,714.500000
9,1,1667.500000,775.000000
9,2,777.000000,317.500000
9,3,923.500000,149.500000
9,4,1680.500000,198.500000
9,5,857.000000,330.500000
9,7,1496.000000,114.500000
9,8,1022.500000,65.000000
9,26,1856.000000,273.500000
9,27,1819.000000,233.000000
9,28,348.500000,317.500000
9,29,1689.500000,724.000000
10,1,1670.500000,781.500000
10,2,779.000000,314.500000
10,3,926.500000,150.000000
10,4,1680.500000,197.000000
10,5,860.500000,322.000000
10,7,1501.500000,110.000000
10,8,1024.000000,66.000000
10,30,1856.500000,272.000000
10,31,1693.500000,730.000000
10,32,1820.000000,233.000000
11,1,1667.500000,785.500000
11,2,781.500000,317.500000
11,3,930.000000,150.500000
11,4,1681.000000,193.500000
11,5,861.500000,319.000000
11,7,1503.000000,109.500000
11,8,1026.000000,65.500000
11,33,1856.500000,272.500000
11,34,363.500000,317.000000
11,35,1793.000000,729.000000
11,36,1822.500000,232.000000
11,37,870.500000,549.500000
11,38,1692.500000,731.500000
12,1,1671.000000,790.000000
12,2,785.000000,313.500000
12,3,933.500000,148.500000
12,4,1680.500000,193.000000
