1,1,1661.000000,739.000000
1,2,908.500000,153.500000
1,3,1682.500000,205.000000
1,4,1829.500000,274.500000
1,5,751.500000,333.000000
1,6,829.000000,338.000000
1,7,1490.500000,122.000000
1,8,1705.000000,745.000000
1,9,1383.500000,74.500000
1,10,1011.500000,67.500000
2,1,1659.000000,745.500000
2,2,911.000000,152.000000
2,3,1682.000000,204.500000
2,4,1834.500000,273.000000
2,5,752.000000,324.000000
2,6,831.500000,331.000000
2,7,1491.500000,115.000000
2,9,1386.000000,74.000000
2,10,1012.000000,67.500000
2,11,321.000000,372.500000
3,1,1657.000000,749.500000
3,2,913.500000,150.000000
3,3,1682.000000,204.500000
3,4,1838.500000,274.000000
3,5,755.500000,317.500000
3,6,833.500000,331.500000
3,7,1493.000000,117.500000
3,9,1392.500000,69.000000
3,10,1014.000000,68.000000
3,12,912.500000,529.000000
3,13,1686.000000,696.000000
4,1,1656.500000,751.500000
4,2,915.500000,151.000000
4,3,1681.500000,205.000000
4,4,1839.000000,274.500000
4,5,758.000000,317.500000
4,6,836.000000,332.000000
4,7,1492.500000,114.500000
4,9,1395.500000,70.000000
4,10,1016.000000,68.500000
4,14,909.500000,526.000000
5,1,1659.000000,753.000000
5,2,916.500000,152.000000
5,3,1681.500000,205.000000
5,4,1840.000000,273.500000
5,5,763.500000,317.500000
5,6,839.000000,332.000000
5,7,1492.500000,113.500000
5,9,1400.500000,67.000000
5,10,1017.500000,67.500000
5,15,1713.000000,753.000000
5,16,1687.500000,705.500000
5,17,1813.500000,234.000000
6,1,1662.500000,752.500000
6,2,918.500000,151.500000
6,3,1681.500000,204.000000
6,4,1851.500000,273.500000
6,5,764.000000,317.500000
6,6,846.500000,332.000000
6,7,1494.500000,113.000000
6,9,1403.000000,64.000000
6,10,1020.500000,65.000000
6,18,892.500000,531.500000
6,19,1685.500000,706.000000
6,20,1820.500000,236.500000
7,1,1661.500000,757.500000
7,2,919.500000,151.000000
7,3,1681.000000,201.500000
7,4,1856.000000,273.000000
7,5,767.500000,317.000000
7,6,847.000000,331.500000
7,7,1497.500000,116.000000
7,10,1021.500000,63.500000
7,21,349.500000,317.500000
7,22,1687.500000,715.500000
7,23,1817.500000,231.500000
8,1,1664.000000,763.500000
8,2,921.500000,150.500000
8,3,1681.000000,199.500000
8,4,1855.500000,272.500000
8,5,774.000000,317.000000
8,6,850.000000,332.500000
8,7,1497.000000,111.000000
8,10,1022.500000,65.000000
8,24,1410.000000,62.000000
8,25,348.500000,317.000000
8,26,1818.000000,232.000000
8,27,1685.000000,714.500000
9,1,1667.500000,775.000000
9,2,923.500000,149.500000
9,3,1681.000000,199.500000
9,4,1856.000000,273.500000
9,5,777.000000,317.500000
9,6,857.000000,330.500000
9,7,1496.500000,111.500000
